STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TMAX,TMIN,AWND
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/16/15,0,0,0,64,52,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/17/15,0.08,0,0,71,55,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/18/15,0,0,0,80,59,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/19/15,0,0,0,64,48,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/20/15,1.37,0,0,57,46,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/21/15,0.2,0,0,65,52,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/22/15,0.05,0,0,69,48,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/23/15,0,0,0,52,41,9.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/24/15,0,0,0,52,39,8.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/25/15,0,0,0,62,38,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/26/15,0,0,0,64,46,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/27/15,0,0,0,62,49,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/28/15,0,0,0,71,50,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/29/15,0,0,0,78,50,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,4/30/15,0,0,0,67,48,8.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/1/15,0,0,0,63,49,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/2/15,0,0,0,74,48,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/3/15,0,0,0,80,51,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/4/15,0,0,0,85,57,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/5/15,0,0,0,85,66,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/6/15,0,0,0,73,59,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/7/15,0,0,0,80,56,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/8/15,0,0,0,82,56,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/9/15,0,0,0,70,57,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/10/15,0,0,0,83,61,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/11/15,0,0,0,84,70,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/12/15,0,0,0,86,64,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/13/15,0,0,0,70,53,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/14/15,0,0,0,73,50,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/15/15,0,0,0,75,55,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/16/15,0.3,0,0,75,57,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/17/15,0.02,0,0,83,64,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/18/15,0,0,0,75,60,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/19/15,0,0,0,80,59,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/20/15,0,0,0,67,54,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/21/15,0,0,0,62,52,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/22/15,0,0,0,74,55,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/23/15,0,0,0,70,49,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/24/15,0,0,0,81,56,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/25/15,0,0,0,85,64,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/26/15,0,0,0,88,67,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/27/15,0.08,0,0,85,70,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/28/15,0,0,0,85,70,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/29/15,0,0,0,85,65,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/30/15,0,0,0,85,67,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,5/31/15,1.46,0,0,87,57,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/1/15,0.72,0,0,58,51,10.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/2/15,0.37,0,0,55,50,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/3/15,0,0,0,70,52,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/4/15,0,0,0,65,54,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/5/15,0.13,0,0,70,55,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/6/15,0.19,0,0,76,60,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/7/15,0,0,0,74,55,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/8/15,0.06,0,0,79,63,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/9/15,0.01,0,0,83,68,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/10/15,0,0,0,82,65,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/11/15,0,0,0,89,72,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/12/15,0,0,0,88,73,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/13/15,0,0,0,86,72,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/14/15,0.36,0,0,88,66,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/15/15,0.57,0,0,83,64,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/16/15,0.27,0,0,79,65,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/17/15,0,0,0,82,66,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/18/15,0,0,0,71,64,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/19/15,0,0,0,87,68,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/20/15,0,0,0,75,64,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/21/15,0.64,0,0,88,71,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/22/15,0,0,0,87,70,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/23/15,0.02,0,0,90,75,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/24/15,0,0,0,84,68,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/25/15,0,0,0,83,65,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/26/15,0,0,0,81,69,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/27/15,1.12,0,0,71,58,7.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/28/15,0.29,0,0,73,62,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/29/15,0,0,0,76,63,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,6/30/15,0.04,0,0,82,68,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/1/15,0.39,0,0,82,69,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/2/15,0,0,0,80,69,1.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/3/15,0,0,0,82,66,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/4/15,0,0,0,75,69,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/5/15,0,0,0,83,68,1.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/6/15,0,0,0,83,72,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/7/15,0.12,0,0,88,75,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/8/15,0,0,0,88,77,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/9/15,0.3,0,0,79,68,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/10/15,0,0,0,84,72,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/11/15,0,0,0,88,69,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/12/15,0,0,0,89,72,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/13/15,0,0,0,88,73,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/14/15,0.42,0,0,82,73,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/15/15,0.12,0,0,81,72,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/16/15,0,0,0,80,64,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/17/15,0,0,0,81,67,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/18/15,0.32,0,0,85,71,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/19/15,0,0,0,93,78,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/20/15,0,0,0,94,82,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/21/15,0,0,0,89,74,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/22/15,0,0,0,85,69,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/23/15,0,0,0,86,68,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/24/15,0,0,0,87,70,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/25/15,0,0,0,88,69,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/26/15,0,0,0,90,74,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/27/15,0.36,0,0,86,71,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/28/15,0,0,0,95,75,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/29/15,0,0,0,96,78,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/30/15,1.95,0,0,87,76,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,7/31/15,0,0,0,89,72,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/1/15,0,0,0,89,75,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/2/15,0,0,0,89,71,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/3/15,0,0,0,90,75,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/4/15,0.43,0,0,89,69,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/5/15,0,0,0,87,72,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/6/15,0,0,0,83,67,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/7/15,0,0,0,84,69,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/8/15,0,0,0,82,68,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/9/15,0,0,0,85,68,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/10/15,0,0,0,84,70,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/11/15,1.17,0,0,81,71,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/12/15,0,0,0,85,71,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/13/15,0,0,0,83,67,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/14/15,0,0,0,88,67,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/15/15,0,0,0,92,73,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/16/15,0,0,0,93,76,1.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/17/15,0,0,0,95,78,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/18/15,0.29,0,0,90,73,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/19/15,0,0,0,87,77,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/20/15,0.01,0,0,86,77,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/21/15,0.32,0,0,87,71,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/22/15,0,0,0,86,69,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/23/15,0,0,0,85,70,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/24/15,0,0,0,87,73,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/25/15,0,0,0,90,73,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/26/15,0,0,0,85,67,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/27/15,0,0,0,82,67,3.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/28/15,0,0,0,82,63,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/29/15,0,0,0,87,67,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/30/15,0.13,0,0,90,72,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,8/31/15,0,0,0,91,76,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/1/15,0,0,0,90,76,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/2/15,0,0,0,91,74,1.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/3/15,0,0,0,93,74,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/4/15,0,0,0,85,72,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/5/15,0,0,0,83,67,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/6/15,0,0,0,87,65,1.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/7/15,0,0,0,92,70,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/8/15,0,0,0,97,76,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/9/15,0,0,0,90,76,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/10/15,1.58,0,0,79,70,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/11/15,0,0,0,81,66,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/12/15,0.29,0,0,79,69,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/13/15,0.04,0,0,80,62,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/14/15,0,0,0,77,59,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/15/15,0,0,0,84,62,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/16/15,0,0,0,88,66,1.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/17/15,0,0,0,89,68,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/18/15,0,0,0,87,68,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/19/15,0,0,0,83,68,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/20/15,0,0,0,79,64,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/21/15,0,0,0,73,59,7.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/22/15,0,0,0,71,62,6.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/23/15,0,0,0,80,59,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/24/15,0,0,0,82,60,4.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/25/15,0,0,0,76,63,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/26/15,0,0,0,72,61,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/27/15,0,0,0,71,56,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/28/15,0,0,0,78,65,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/29/15,0.11,0,0,83,72,2.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,9/30/15,1.26,0,0,79,59,8.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/1/15,0.09,0,0,64,56,8.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/2/15,1.08,0,0,57,48,12.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/3/15,0.35,0,0,55,49,11.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/4/15,0,0,0,63,53,10.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/5/15,0,0,0,67,52,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/6/15,0,0,0,73,52,1.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/7/15,0,0,0,73,58,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/8/15,0,0,0,72,59,3.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/9/15,0.89,0,0,78,61,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/10/15,0,0,0,65,50,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/11/15,0,0,0,69,53,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/12/15,0,0,0,77,56,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/13/15,0.01,0,0,72,61,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/14/15,0,0,0,69,57,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/15/15,0,0,0,64,51,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/16/15,0,0,0,64,53,5.4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/17/15,0,0,0,56,42,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/18/15,0,0,0,50,38,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/19/15,0,0,0,53,35,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/20/15,0,0,0,70,48,6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/21/15,0,0,0,76,57,2.2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/22/15,0,0,0,75,58,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/23/15,0,0,0,65,45,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/24/15,0,0,0,57,40,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/25/15,0.05,0,0,68,48,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/26/15,0,0,0,58,46,3.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/27/15,0,0,0,59,45,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/28/15,1.4,0,0,69,53,6.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/29/15,0.04,0,0,73,57,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/30/15,0,0,0,61,48,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,10/31/15,0,0,0,56,42,2.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/1/15,0,0,0,65,54,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/2/15,0,0,0,63,54,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/3/15,0,0,0,72,48,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/4/15,0,0,0,70,56,2.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/5/15,0.01,0,0,71,56,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/6/15,0,0,0,74,66,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/7/15,0,0,0,72,53,4.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/8/15,0,0,0,56,46,3.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/9/15,0,0,0,59,43,2
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/10/15,0.26,0,0,57,51,9.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/11/15,0.43,0,0,58,49,4.9
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/12/15,0.01,0,0,61,51,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/13/15,0,0,0,58,46,10.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/14/15,0,0,0,49,42,7.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/15/15,0,0,0,58,39,4.7
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/16/15,0,0,0,67,51,4
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/17/15,0,0,0,52,40,6.3
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/18/15,0,0,0,58,46,5.1
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/19/15,1.25,0,0,64,57,5.6
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/20/15,0,0,0,64,46,5.8
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/21/15,0,0,0,53,42,6.5
GHCND:USW00094728,NY CITY CENTRAL PARK NY US,11/22/15,0.03,0,0,55,42,6.3
