id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,landMark
394,E 9 St & Avenue C,22,32,40.72521311,-73.97768752,In Service,1,10,E 9 St & Avenue C,,,10009,,,false,2016-12-04 03:10:28 AM,
395,Bond St & Schermerhorn St,27,30,40.68807003,-73.98410637,In Service,1,3,Bond St & Schermerhorn St,,,11217,,,false,2016-12-04 03:07:30 AM,
396,Lefferts Pl & Franklin Ave,24,25,40.680342423,-73.9557689392,In Service,1,1,Lefferts Pl & Franklin Ave,,,11238,,,false,2016-12-04 03:06:58 AM,
397,Fulton St & Clermont Ave,22,27,40.68415748,-73.96922273,In Service,1,5,Fulton St & Clermont Ave,,,11238,,,false,2016-12-04 03:09:40 AM,
398,Atlantic Ave & Furman St,19,31,40.69165183,-73.9999786,In Service,1,11,Atlantic Ave & Furman St,,,11201,,,false,2016-12-04 03:08:30 AM,
399,Lafayette Ave & St James Pl,17,27,40.68851534,-73.9647628,In Service,1,10,Lafayette Ave & St James Pl,,,11205,,,false,2016-12-04 03:08:04 AM,
400,Pitt St & Stanton St,10,15,40.71926081,-73.98178024,In Service,1,5,Pitt St & Stanton St,,,10002,,,false,2016-12-04 03:09:09 AM,
401,Allen St & Rivington St,13,42,40.72019576,-73.98997825,In Service,1,29,Allen St & Rivington St,,,10002,,,false,2016-12-04 03:09:03 AM,
402,Broadway & E 22 St,13,40,40.7403432,-73.98955109,In Service,1,26,Broadway & E 22 St,,,10010,,,false,2016-12-04 03:09:40 AM,
405,Washington St & Gansevoort St,8,40,40.739323,-74.008119,In Service,1,31,Washington St & Gansevoort St,,,10014,,,false,2016-12-04 03:07:54 AM,
406,Hicks St & Montague St,16,34,40.69512845,-73.99595065,In Service,1,17,Hicks St & Montague St,,,11201,,,false,2016-12-04 03:08:08 AM,
407,Henry St & Poplar St,36,37,40.700469,-73.991454,In Service,1,1,Henry St & Poplar St,,,11201,,,false,2016-12-04 03:08:06 AM,
408,Market St & Cherry St,8,23,40.71076228,-73.99400398,In Service,1,14,Market St & Cherry St,,,10002,,,false,2016-12-04 03:08:46 AM,
409,DeKalb Ave & Skillman St,12,19,40.6906495,-73.95643107,In Service,1,6,DeKalb Ave & Skillman St,,,11205,,,false,2016-12-04 03:08:07 AM,
410,Suffolk St & Stanton St,1,35,40.72066442,-73.98517977,In Service,1,32,Suffolk St & Stanton St,,,10002,,,false,2016-12-04 03:07:26 AM,
411,E 6 St & Avenue D,13,23,40.72228087,-73.97668709,In Service,1,10,E 6 St & Avenue D,,,10009,,,false,2016-12-04 03:08:34 AM,
412,Forsyth St & Canal St,15,29,40.7158155,-73.99422366,In Service,1,14,Forsyth St & Canal St,,,10002,,,false,2016-12-04 03:07:37 AM,
414,Pearl St & Anchorage Pl,8,24,40.70281858,-73.98765762,In Service,1,16,Pearl St & Anchorage Pl,,,11201,,,false,2016-12-04 03:06:55 AM,
415,Pearl St & Hanover Square,33,42,40.7047177,-74.00926027,In Service,1,9,Pearl St & Hanover Square,,,10004,,,false,2016-12-04 03:09:46 AM,
416,Cumberland St & Lafayette Ave,17,31,40.68753406,-73.97265183,In Service,1,13,Cumberland St & Lafayette Ave,,,11217,,,false,2016-12-04 03:09:33 AM,
417,Barclay St & Church St,3,23,40.71291224,-74.01020234,In Service,1,20,Barclay St & Church St,,,10007,,,false,2016-12-04 03:08:45 AM,
418,Front St & Gold St,18,23,40.70224,-73.982578,In Service,1,4,Front St & Gold St,,,11201,,,false,2016-12-04 03:08:59 AM,
419,Carlton Ave & Park Ave,12,23,40.69580705,-73.97355569,In Service,1,11,Carlton Ave & Park Ave,,,11205,,,false,2016-12-04 03:08:00 AM,
420,Clermont Ave & Lafayette Ave,18,23,40.68764484,-73.96968902,In Service,1,5,Clermont Ave & Lafayette Ave,,,11205,,,false,2016-12-04 03:10:11 AM,
421,Clermont Ave & Park Ave,14,19,40.69573398,-73.97129668,In Service,1,5,Clermont Ave & Park Ave,,,11205,,,false,2016-12-04 03:09:44 AM,
422,W 59 St & 10 Ave,45,55,40.770513,-73.988038,In Service,1,9,W 59 St & 10 Ave,,,10019,,,false,2016-12-04 03:07:57 AM,
423,W 54 St & 9 Ave,28,39,40.76584941,-73.98690506,In Service,1,10,W 54 St & 9 Ave,,,10019,,,false,2016-12-04 03:09:31 AM,
426,West St & Chambers St,1,31,40.71754834,-74.01322069,In Service,1,28,West St & Chambers St,,,10282,,,false,2016-12-04 03:07:05 AM,
427,Bus Slip & State St,27,47,40.701907,-74.013942,In Service,1,20,Bus Slip & State St,,,10004,,,false,2016-12-04 03:08:15 AM,
428,E 3 St & 1 Ave,8,31,40.72467721,-73.98783413,In Service,1,23,E 3 St & 1 Ave,,,10009,,,false,2016-12-04 03:06:57 AM,
430,York St & Jay St,26,27,40.7014851,-73.98656928,In Service,1,0,York St & Jay St,,,11201,,,false,2016-12-04 03:06:59 AM,
432,E 7 St & Avenue A,18,31,40.72621788,-73.98379855,In Service,1,13,E 7 St & Avenue A,,,10009,,,false,2016-12-04 03:08:26 AM,
433,E 13 St & Avenue A,34,39,40.72955361,-73.98057249,In Service,1,5,E 13 St & Avenue A,,,10009,,,false,2016-12-04 03:07:00 AM,
434,9 Ave & W 18 St,3,27,40.74317449,-74.00366443,In Service,1,23,9 Ave & W 18 St,,,10011,,,false,2016-12-04 03:10:20 AM,
435,W 21 St & 6 Ave,7,47,40.74173969,-73.99415556,In Service,1,40,W 21 St & 6 Ave,,,11215,,,false,2016-12-04 03:06:36 AM,
436,Hancock St & Bedford Ave,25,27,40.68216564,-73.95399026,In Service,1,2,Hancock St & Bedford Ave,,,11216,,,false,2016-12-04 03:10:24 AM,
437,Macon St & Nostrand Ave,17,24,40.6809833854,-73.9500479759,In Service,1,7,Macon St & Nostrand Ave,,,11216,,,false,2016-12-04 03:10:04 AM,
438,St Marks Pl & 1 Ave,3,27,40.72779126,-73.98564945,In Service,1,24,St Marks Pl & 1 Ave,,,10009,,,false,2016-12-04 03:08:13 AM,
439,E 4 St & 2 Ave,6,39,40.7262807,-73.98978041,In Service,1,33,E 4 St & 2 Ave,,,10003,,,false,2016-12-04 03:07:16 AM,
440,E 45 St & 3 Ave,32,32,40.75255434,-73.97282625,In Service,1,0,E 45 St & 3 Ave,,,10017,,,false,2016-12-04 03:07:11 AM,
441,E 52 St & 2 Ave,18,35,40.756014,-73.967416,In Service,1,16,E 52 St & 2 Ave,,,10022,,,false,2016-12-04 03:08:33 AM,
442,W 27 St & 7 Ave,8,51,40.746647,-73.993915,In Service,1,42,W 27 St & 7 Ave,,,10001,,,false,2016-12-04 03:10:24 AM,
443,Bedford Ave & S 9 St,2,23,40.70853074,-73.96408963,In Service,1,21,Bedford Ave & S 9 St,,,11249,,,false,2016-12-04 03:09:36 AM,
444,Broadway & W 24 St,17,52,40.7423543,-73.98915076,In Service,1,35,Broadway & W 24 St,,,10010,,,false,2016-12-04 03:09:37 AM,
445,E 10 St & Avenue A,18,42,40.72740794,-73.98142006,In Service,1,24,E 10 St & Avenue A,,,10009,,,false,2016-12-04 03:08:30 AM,
446,W 24 St & 7 Ave,7,39,40.74487634,-73.99529885,In Service,1,32,W 24 St & 7 Ave,,,10011,,,false,2016-12-04 03:08:28 AM,
447,8 Ave & W 52 St,19,31,40.76370739,-73.9851615,In Service,1,10,8 Ave & W 52 St,,,10019,,,false,2016-12-04 03:07:07 AM,
448,W 37 St & 10 Ave,27,31,40.75660359,-73.9979009,In Service,1,4,W 37 St & 10 Ave,,,10018,,,false,2016-12-04 03:09:07 AM,
449,W 52 St & 9 Ave,29,31,40.76461837,-73.98789473,In Service,1,0,W 52 St & 9 Ave,,,10019,,,false,2016-12-04 03:06:53 AM,
450,W 49 St & 8 Ave,41,59,40.76227205,-73.98788205,In Service,1,18,W 49 St & 8 Ave,,,10019,,,false,2016-12-04 03:09:06 AM,
453,W 22 St & 8 Ave,5,39,40.74475148,-73.99915362,In Service,1,33,W 22 St & 8 Ave,,,10011,,,false,2016-12-04 03:06:47 AM,
454,E 51 St & 1 Ave,28,35,40.75455731,-73.96592976,In Service,1,6,E 51 St & 1 Ave,,,10022,,,false,2016-12-04 03:09:15 AM,
455,1 Ave & E 44 St,31,39,40.75001986,-73.96905301,In Service,1,8,1 Ave & E 44 St,,,10017,,,false,2016-12-04 03:07:38 AM,
456,E 53 St & Madison Ave,35,35,40.7597108,-73.97402311,In Service,1,0,E 53 St & Madison Ave,,,10022,,,false,2016-12-04 03:07:30 AM,
457,Broadway & W 58 St,15,39,40.76695317,-73.98169333,In Service,1,24,Broadway & W 58 St,,,10019,,,false,2016-12-04 03:08:12 AM,
458,11 Ave & W 27 St,12,31,40.751396,-74.005226,In Service,1,15,11 Ave & W 27 St,,,10001,,,false,2016-12-04 03:06:55 AM,
459,W 20 St & 11 Ave,43,49,40.746745,-74.007756,In Service,1,4,W 20 St & 11 Ave,,,10011,,,false,2016-12-04 03:10:03 AM,
460,S 4 St & Wythe Ave,8,23,40.71285887,-73.96590294,In Service,1,14,S 4 St & Wythe Ave,,,11249,,,false,2016-12-04 03:08:53 AM,
461,E 20 St & 2 Ave,14,39,40.73587678,-73.98205027,In Service,1,24,E 20 St & 2 Ave,,,10003,,,false,2016-12-04 03:08:19 AM,
462,W 22 St & 10 Ave,0,0,40.74691959,-74.00451887,Not In Service,3,0,W 22 St & 10 Ave,,,10011,,,false,2016-10-20 10:00:30 AM,
465,Broadway & W 41 St,0,0,40.75513557,-73.98658032,Not In Service,3,0,Broadway & W 41 St,,,10018,,,false,2016-09-22 02:16:25 PM,
466,W 25 St & 6 Ave,4,35,40.74395411,-73.99144871,In Service,1,31,W 25 St & 6 Ave,,,10010,,,false,2016-12-04 03:09:35 AM,
467,Dean St & 4 Ave,22,34,40.68312489,-73.97895137,In Service,1,11,Dean St & 4 Ave,,,11217,,,false,2016-12-04 03:08:20 AM,
468,Broadway & W 55 St,53,59,40.7652654,-73.98192338,In Service,1,6,Broadway & W 55 St,,,10019,,,false,2016-12-04 03:08:58 AM,
469,Broadway & W 53 St,55,57,40.76344058,-73.98268129,In Service,1,2,Broadway & W 53 St,,,10019,,,false,2016-12-04 03:08:49 AM,
470,W 20 St & 8 Ave,1,37,40.74345335,-74.00004031,In Service,1,35,W 20 St & 8 Ave,,,10011,,,false,2016-12-04 03:09:21 AM,
471,Grand St & Havemeyer St,25,31,40.71286844,-73.95698119,In Service,1,5,Grand St & Havemeyer St,,,11211,,,false,2016-12-04 03:10:05 AM,
472,E 32 St & Park Ave,39,41,40.7457121,-73.98194829,In Service,1,1,E 32 St & Park Ave,,,10016,,,false,2016-12-04 03:06:53 AM,
473,Rivington St & Chrystie St,9,38,40.72110063,-73.9919254,In Service,1,28,Rivington St & Chrystie St,,,10002,,,false,2016-12-04 03:08:45 AM,
474,5 Ave & E 29 St,21,39,40.7451677,-73.98683077,In Service,1,12,5 Ave & E 29 St,,,10016,,,false,2016-12-04 03:07:51 AM,
475,E 16 St & Irving Pl,18,37,40.73524276,-73.98758561,In Service,1,19,E 16 St & Irving Pl,,,10003,,,false,2016-12-04 03:07:09 AM,
476,E 31 St & 3 Ave,15,47,40.74394314,-73.97966069,In Service,1,31,E 31 St & 3 Ave,,,10016,,,false,2016-12-04 03:10:08 AM,
477,W 41 St & 8 Ave,2,59,40.75640548,-73.9900262,In Service,1,51,W 41 St & 8 Ave,,,10036,,,false,2016-12-04 03:07:42 AM,
478,11 Ave & W 41 St,2,31,40.76030096,-73.99884222,In Service,1,28,11 Ave & W 41 St,,,10036,,,false,2016-12-04 03:10:24 AM,
479,9 Ave & W 45 St,23,31,40.76019252,-73.9912551,In Service,1,7,9 Ave & W 45 St,,,10036,,,false,2016-12-04 03:08:27 AM,
480,W 53 St & 10 Ave,10,27,40.76669671,-73.99061728,In Service,1,16,W 53 St & 10 Ave,,,10019,,,false,2016-12-04 03:07:37 AM,
481,S 3 St & Bedford Ave,22,25,40.71260486,-73.96264403,In Service,1,1,S 3 St & Bedford Ave,,,11249,,,false,2016-12-04 03:09:37 AM,
482,W 15 St & 7 Ave,1,39,40.73935542,-73.99931783,In Service,1,38,W 15 St & 7 Ave,,,10011,,,false,2016-12-04 03:07:30 AM,
483,E 12 St & 3 Ave,4,35,40.73223272,-73.98889957,In Service,1,31,E 12 St & 3 Ave,,,10003,,,false,2016-12-04 03:09:10 AM,
484,W 44 St & 5 Ave,39,44,40.75500254,-73.98014437,In Service,1,5,W 44 St & 5 Ave,,,10036,,,false,2016-12-04 03:09:57 AM,
485,W 37 St & 5 Ave,28,39,40.75038009,-73.98338988,In Service,1,9,W 37 St & 5 Ave,,,10018,,,false,2016-12-04 03:09:53 AM,
486,Broadway & W 29 St,15,39,40.7462009,-73.98855723,In Service,1,21,Broadway & W 29 St,,,10001,,,false,2016-12-04 03:09:48 AM,
487,E 20 St & FDR Drive,0,36,40.73314259,-73.97573881,In Service,1,36,E 20 St & FDR Drive,,,10010,,,false,2016-12-04 03:08:21 AM,
488,W 39 St & 9 Ave,32,41,40.75645824,-73.99372222,In Service,1,8,W 39 St & 9 Ave,,,10018,,,false,2016-12-04 03:09:19 AM,
490,8 Ave & W 33 St,24,59,40.751551,-73.993934,In Service,1,33,8 Ave & W 33 St,,,10001,,,false,2016-12-04 03:08:37 AM,
491,E 24 St & Park Ave S,30,53,40.74096374,-73.98602213,In Service,1,22,E 24 St & Park Ave S,,,10010,,,false,2016-12-04 03:06:40 AM,
492,W 33 St & 7 Ave,8,49,40.75019995,-73.99093085,In Service,1,40,W 33 St & 7 Ave,,,10010,,,false,2016-12-04 03:08:40 AM,
493,W 45 St & 6 Ave,31,34,40.7568001,-73.98291153,In Service,1,3,W 45 St & 6 Ave,,,10036,,,false,2016-12-04 03:07:31 AM,
494,W 26 St & 8 Ave,0,35,40.74734825,-73.99723551,In Service,1,33,W 26 St & 8 Ave,,,10001,,,false,2016-12-04 03:07:21 AM,
495,W 47 St & 10 Ave,3,25,40.76269882,-73.99301222,In Service,1,20,W 47 St & 10 Ave,,,10036,,,false,2016-12-04 03:10:19 AM,
496,E 16 St & 5 Ave,5,47,40.73726186,-73.99238967,In Service,1,40,E 16 St & 5 Ave,,,10011,,,false,2016-12-04 03:09:55 AM,
497,E 17 St & Broadway,12,59,40.73704984,-73.99009296,In Service,1,46,E 17 St & Broadway,,,10003,,,false,2016-12-04 03:10:15 AM,
498,Broadway & W 32 St,24,30,40.74854862,-73.98808416,In Service,1,4,Broadway & W 32 St,,,10001,,,false,2016-12-04 03:09:47 AM,
499,Broadway & W 60 St,17,36,40.76915505,-73.98191841,In Service,1,19,Broadway & W 60 St,,,10023,,,false,2016-12-04 03:08:53 AM,
500,Broadway & W 51 St,40,52,40.76228826,-73.98336183,In Service,1,9,Broadway & W 51 St,,,10019,,,false,2016-12-04 03:10:03 AM,
501,FDR Drive & E 35 St,32,43,40.744219,-73.97121214,In Service,1,10,FDR Drive & E 35 St,,,10016,,,false,2016-12-04 03:09:44 AM,
502,Henry St & Grand St,11,30,40.714215,-73.981346,In Service,1,19,Henry St & Grand St,,,10002,,,false,2016-12-04 03:08:23 AM,
503,E 20 St & Park Ave,7,29,40.73827428,-73.98751968,In Service,1,21,E 20 St & Park Ave,,,10010,,,false,2016-12-04 03:08:59 AM,
504,1 Ave & E 16 St,32,45,40.73221853,-73.98165557,In Service,1,12,1 Ave & E 16 St,,,10003,,,false,2016-12-04 03:10:25 AM,
505,6 Ave & W 33 St,7,36,40.74901271,-73.98848395,In Service,1,28,6 Ave & W 33 St,,,10001,,,false,2016-12-04 03:09:40 AM,
507,E 25 St & 2 Ave,24,47,40.73912601,-73.97973776,In Service,1,20,E 25 St & 2 Ave,,,10010,,,false,2016-12-04 03:07:52 AM,
508,W 46 St & 11 Ave,11,24,40.76341379,-73.99667444,In Service,1,13,W 46 St & 11 Ave,,,10036,,,false,2016-12-04 03:09:37 AM,
509,9 Ave & W 22 St,0,36,40.7454973,-74.00197139,In Service,1,34,9 Ave & W 22 St,,,10011,,,false,2016-12-04 03:06:46 AM,
510,W 51 St & 6 Ave,0,3,40.7606597,-73.98042047,Not In Service,3,0,W 51 St & 6 Ave,,,10104,,,false,2016-08-15 10:12:53 AM,
511,E 14 St & Avenue B,24,33,40.72938685,-73.97772429,In Service,1,9,E 14 St & Avenue B,,,10009,,,false,2016-12-04 03:10:03 AM,
513,W 56 St & 10 Ave,17,27,40.768254,-73.988639,In Service,1,9,W 56 St & 10 Ave,,,10019,,,false,2016-12-04 03:06:56 AM,
514,12 Ave & W 40 St,15,53,40.76087502,-74.00277668,In Service,1,37,12 Ave & W 40 St,,,10018,,,false,2016-12-04 03:08:56 AM,
515,W 43 St & 10 Ave,17,35,40.76009437,-73.99461843,In Service,1,17,W 43 St & 10 Ave,,,10036,,,false,2016-12-04 03:06:47 AM,
516,E 47 St & 1 Ave,24,31,40.75206862,-73.96784384,In Service,1,5,E 47 St & 1 Ave,,,10017,,,false,2016-12-04 03:09:54 AM,
517,Pershing Square South,50,59,40.751581,-73.97791,In Service,1,8,Pershing Square South,,,10017,,,false,2016-12-04 03:09:30 AM,
518,E 39 St & 2 Ave,28,39,40.74780373,-73.9734419,In Service,1,7,E 39 St & 2 Ave,,,10016,,,false,2016-12-04 03:09:35 AM,
519,Pershing Square North,34,61,40.751873,-73.977706,In Service,1,26,Pershing Square North,,,10017,,,false,2016-12-04 03:07:30 AM,
520,W 52 St & 5 Ave,37,39,40.75992262,-73.97648516,In Service,1,0,W 52 St & 5 Ave,,,10022,,,false,2016-12-04 03:08:01 AM,
522,E 51 St & Lexington Ave,47,51,40.75714758,-73.97207836,In Service,1,4,E 51 St & Lexington Ave,,,10022,,,false,2016-12-04 03:09:14 AM,
523,W 38 St & 8 Ave,29,51,40.75466591,-73.99138152,In Service,1,20,W 38 St & 8 Ave,,,10018,,,false,2016-12-04 03:09:04 AM,
524,W 43 St & 6 Ave,48,57,40.75527307,-73.98316936,In Service,1,9,W 43 St & 6 Ave,,,10036,,,false,2016-12-04 03:08:34 AM,
525,W 34 St & 11 Ave,29,39,40.75594159,-74.0021163,In Service,1,10,W 34 St & 11 Ave,,,10001,,,false,2016-12-04 03:07:31 AM,
526,E 33 St & 5 Ave,36,39,40.74765947,-73.98490707,In Service,1,3,E 33 St & 5 Ave,,,10001,,,false,2016-12-04 03:08:28 AM,
527,E 33 St & 2 Ave,48,59,40.744023,-73.976056,In Service,1,11,E 33 St & 2 Ave,,,10016,,,false,2016-12-04 03:09:40 AM,
528,2 Ave & E 31 St,23,39,40.74290902,-73.97706058,In Service,1,14,2 Ave & E 31 St,,,10016,,,false,2016-12-04 02:48:29 AM,
529,W 42 St & 8 Ave,4,41,40.7575699,-73.99098507,In Service,1,34,W 42 St & 8 Ave,,,10036,,,false,2016-12-04 03:08:15 AM,
530,11 Ave & W 59 St,4,36,40.771522,-73.990541,In Service,1,30,11 Ave & W 59 St,,,10069,,,false,2016-12-04 03:07:41 AM,
531,Forsyth St & Broome St,0,39,40.71893904,-73.99266288,In Service,1,39,Forsyth St & Broome St,,,10002,,,false,2016-12-04 03:09:24 AM,
532,S 5 Pl & S 4 St,17,43,40.710451,-73.960876,In Service,1,24,S 5 Pl & S 4 St,,,11211,,,false,2016-12-04 03:08:27 AM,
533,Broadway & W 39 St,34,50,40.75299641,-73.98721619,In Service,1,16,Broadway & W 39 St,,,10018,,,false,2016-12-04 03:10:06 AM,
534,Water - Whitehall Plaza,26,31,40.70255065,-74.0127234,In Service,1,5,Water - Whitehall Plaza,,,10004,,,false,2016-12-04 03:08:58 AM,
536,1 Ave & E 30 St,9,29,40.74144387,-73.97536082,In Service,1,19,1 Ave & E 30 St,,,10016,,,false,2016-12-04 03:09:33 AM,
537,Lexington Ave & E 24 St,0,0,40.74025878,-73.98409214,Not In Service,3,0,Lexington Ave & E 24 St,,,10010,,,false,2016-10-19 12:42:19 PM,
539,Metropolitan Ave & Bedford Ave,11,31,40.71534825,-73.96024116,In Service,1,19,Metropolitan Ave & Bedford Ave,,,11211,,,false,2016-12-04 03:07:31 AM,
540,Lexington Ave & E 29 St,10,30,40.743115553765,-73.982153534889,In Service,1,20,Lexington Ave & E 29 St,,,10016,,,false,2016-12-04 03:09:04 AM,
545,E 23 St & 1 Ave,6,27,40.736502,-73.97809472,In Service,1,20,E 23 St & 1 Ave,,,10010,,,false,2016-12-04 03:08:23 AM,
546,E 30 St & Park Ave S,5,38,40.74444921,-73.98303529,In Service,1,32,E 30 St & Park Ave S,,,10016,,,false,2016-12-04 03:10:03 AM,
2000,Front St & Washington St,4,30,40.70255088,-73.98940236,In Service,1,26,Front St & Washington St,,,11201,,,false,2016-12-04 03:09:26 AM,
2001,Sands St & Navy St,4,15,40.699773,-73.979927,In Service,1,11,Sands St & Navy St,,,11201,,,false,2016-12-04 03:06:44 AM,
2002,Wythe Ave & Metropolitan Ave,0,27,40.716887,-73.963198,In Service,1,26,Wythe Ave & Metropolitan Ave,,,11249,,,false,2016-12-04 03:06:37 AM,
2003,1 Ave & E 18 St,26,39,40.733812191966,-73.98054420948,In Service,1,12,1 Ave & E 18 St,,,10003,,,false,2016-12-04 03:06:39 AM,
2004,6 Ave & Broome St,29,36,40.724399,-74.004704,In Service,1,7,6 Ave & Broome St,,,10002,,,false,2016-12-04 03:09:57 AM,
2005,Railroad Ave & Kay Ave,3,12,40.70531194,-73.97100056,In Service,1,9,Railroad Ave & Kay Ave,,,11249,,,false,2016-12-04 03:09:55 AM,
2006,Central Park S & 6 Ave,11,49,40.76590936,-73.97634151,In Service,1,38,Central Park S & 6 Ave,,,10019,,,false,2016-12-04 03:10:07 AM,
2008,Little West St & 1 Pl,1,24,40.70569254,-74.01677685,In Service,1,21,Little West St & 1 Pl,,,10004,,,false,2016-12-04 03:10:23 AM,
2009,Catherine St & Monroe St,10,35,40.71117444,-73.99682619,In Service,1,25,Catherine St & Monroe St,,,10038,,,false,2016-12-04 03:07:46 AM,
2010,Grand St & Greene St,19,39,40.72165481,-74.00234737,In Service,1,20,Grand St & Greene St,,,10013,,,false,2016-12-04 03:10:29 AM,
2012,E 27 St & 1 Ave,10,36,40.739445,-73.976806,In Service,1,23,E 27 St & 1 Ave,,,10016,,,false,2016-12-04 03:08:48 AM,
2017,E 43 St & 2 Ave,34,39,40.75022392,-73.97121414,In Service,1,3,E 43 St & 2 Ave,,,10017,,,false,2016-12-04 03:06:51 AM,
2021,W 45 St & 8 Ave,19,43,40.75929124,-73.98859651,In Service,1,24,W 45 St & 8 Ave,,,10036,,,false,2016-12-04 03:08:51 AM,
2022,E 60 St & York Ave,17,33,40.759107,-73.959223,In Service,1,15,E 60 St & York Ave,,,10022,,,false,2016-12-04 03:06:49 AM,
2023,E 55 St & Lexington Ave,33,36,40.75968085,-73.97031366,In Service,1,2,E 55 St & Lexington Ave,,,10022,,,false,2016-12-04 03:08:23 AM,
3002,South End Ave & Liberty St,0,25,40.711512,-74.015756,In Service,1,22,South End Ave & Liberty St,,,10006,,,false,2016-12-04 03:09:25 AM,
3016,Kent Ave & N 7 St,0,47,40.720367752985,-73.961650729179,In Service,1,47,Kent Ave & N 7 St,,,11249,,,false,2016-12-04 03:07:36 AM,
3041,Kingston Ave & Herkimer St,17,24,40.67890679,-73.94142771,In Service,1,7,Kingston Ave & Herkimer St,,,11213,,,false,2016-12-04 03:07:58 AM,
3042,Fulton St & Utica Ave,19,19,40.6794268,-73.9298911,In Service,1,0,Fulton St & Utica Ave,,,11233,,,false,2016-12-04 03:08:46 AM,
3043,Lewis Ave & Decatur St,18,19,40.6814598,-73.934903,In Service,1,1,Lewis Ave & Decatur St,,,11233,,,false,2016-12-04 03:07:52 AM,
3044,Albany Ave & Fulton St,24,27,40.6800105,-73.938475,In Service,1,3,Albany Ave & Fulton St,,,11213,,,false,2016-12-04 03:09:00 AM,
3046,Marcus Garvey Blvd & Macon St,15,19,40.682601,-73.938037,In Service,1,4,Marcus Garvey Blvd & Macon St,,,11233,,,false,2016-12-04 03:09:14 AM,
3047,Halsey St & Tompkins Ave,8,21,40.6823687,-73.944118,In Service,1,13,Halsey St & Tompkins Ave,,,11216,,,false,2016-12-04 03:07:15 AM,
3048,Putnam Ave & Nostrand Ave,16,19,40.68402,-73.94977,In Service,1,3,Putnam Ave & Nostrand Ave,,,11216,,,false,2016-12-04 03:07:02 AM,
3049,Cambridge Pl & Gates Ave,14,18,40.68488,-73.96304,In Service,1,4,Cambridge Pl & Gates Ave,,,11238,,,false,2016-12-04 03:07:31 AM,
3050,Putnam Ave & Throop Ave,21,21,40.6851532,-73.94111,In Service,1,0,Putnam Ave & Throop Ave,,,11221,,,false,2016-12-04 03:09:42 AM,
3052,Lewis Ave & Madison St,16,23,40.686312,-73.935775,In Service,1,7,Lewis Ave & Madison St,,,11221,,,false,2016-12-04 03:07:20 AM,
3053,Marcy Ave & Lafayette Ave,19,23,40.6900815,-73.947915,In Service,1,3,Marcy Ave & Lafayette Ave,,,11216,,,false,2016-12-04 03:10:26 AM,
3054,Greene Ave & Throop Ave,15,19,40.6894932,-73.942061,In Service,1,3,Greene Ave & Throop Ave,,,11221,,,false,2016-12-04 03:08:28 AM,
3055,Greene Ave & Nostrand Ave,23,23,40.6883337,-73.950916,In Service,1,0,Greene Ave & Nostrand Ave,,,11216,,,false,2016-12-04 03:08:17 AM,
3056,Kosciuszko St & Nostrand Ave,20,23,40.69072549,-73.95133465,In Service,1,3,Kosciuszko St & Nostrand Ave,,,11216,,,false,2016-12-04 03:08:28 AM,
3057,Kosciuszko St & Tompkins Ave,16,18,40.69128258,-73.9452416,In Service,1,2,Kosciuszko St & Tompkins Ave,,,11216,,,false,2016-12-04 03:06:45 AM,
3058,Lewis Ave & Kosciuszko St,19,24,40.69237074,-73.93705428,In Service,1,5,Lewis Ave & Kosciuszko St,,,11221,,,false,2016-12-04 03:09:07 AM,
3059,Pulaski St & Marcus Garvey Blvd,15,19,40.6933982,-73.939877,In Service,1,3,Pulaski St & Marcus Garvey Blvd,,,11206,,,false,2016-12-04 03:07:03 AM,
3060,Willoughby Ave & Tompkins Ave,16,19,40.69425403,-73.94626915,In Service,1,3,Willoughby Ave & Tompkins Ave,,,11206,,,false,2016-12-04 03:06:50 AM,
3061,Throop Ave & Myrtle Ave,19,21,40.69622937,-73.94371094,In Service,1,1,Throop Ave & Myrtle Ave,,,11206,,,false,2016-12-04 03:10:04 AM,
3062,Myrtle Ave & Marcy Ave,9,23,40.69539817,-73.94954908,In Service,1,14,Myrtle Ave & Marcy Ave,,,11206,,,false,2016-12-04 03:10:05 AM,
