id,stationName,availableDocks,totalDocks,latitude,longitude,statusValue,statusKey,availableBikes,stAddress1,stAddress2,city,postalCode,location,altitude,testStation,lastCommunicationTime,landMark
3063,Nostrand Ave & Myrtle Ave,4,20,40.69527008,-73.95238108,In Service,1,16,Nostrand Ave & Myrtle Ave,,,11205,,,false,2016-12-04 03:09:37 AM,
3064,Myrtle Ave & Lewis Ave,13,23,40.69681963,-73.93756926,In Service,1,9,Myrtle Ave & Lewis Ave,,,11206,,,false,2016-12-04 03:08:56 AM,
3065,Union Ave & Wallabout St,17,27,40.70029511,-73.95032283,In Service,1,10,Union Ave & Wallabout St,,,11206,,,false,2016-12-04 03:08:13 AM,
3066,Tompkins Ave & Hopkins St,6,19,40.69957608,-73.94708417,In Service,1,12,Tompkins Ave & Hopkins St,,,11206,,,false,2016-12-04 03:08:35 AM,
3067,Broadway & Whipple St,2,27,40.7016657,-73.9437303,In Service,1,25,Broadway & Whipple St,,,11206,,,false,2016-12-04 03:09:55 AM,
3068,Humboldt St & Varet St,4,24,40.7031724,-73.940636,In Service,1,19,Humboldt St & Varet St,,,11206,,,false,2016-12-04 03:09:32 AM,
3069,Lorimer St & Broadway,8,25,40.70411791,-73.94818595,In Service,1,17,Lorimer St & Broadway,,,11206,,,false,2016-12-04 03:09:10 AM,
3070,McKibbin St & Manhattan Ave,18,23,40.70510918,-73.94407279,In Service,1,5,McKibbin St & Manhattan Ave,,,11206,,,false,2016-12-04 03:07:21 AM,
3071,Boerum St & Broadway,19,19,40.70538077,-73.94976519,In Service,1,0,Boerum St & Broadway,,,11206,,,false,2016-12-04 03:06:49 AM,
3072,Leonard St & Boerum St,20,24,40.70583339,-73.94644578,In Service,1,4,Leonard St & Boerum St,,,11206,,,false,2016-12-04 03:09:41 AM,
3073,Division Ave & Hooper St,26,27,40.70691254,-73.95441667,In Service,1,1,Division Ave & Hooper St,,,11211,,,false,2016-12-04 03:08:25 AM,
3074,Montrose Ave & Bushwick Ave,25,31,40.70767788,-73.94016171,In Service,1,5,Montrose Ave & Bushwick Ave,,,11206,,,false,2016-12-04 03:09:30 AM,
3075,Division Ave & Marcy Ave,33,33,40.70708701,-73.95796783,In Service,1,0,Division Ave & Marcy Ave,,,11211,,,false,2016-12-04 03:10:08 AM,
3076,Scholes St & Manhattan Ave,22,24,40.70870368,-73.9448625,In Service,1,2,Scholes St & Manhattan Ave,,,11206,,,false,2016-12-04 03:08:41 AM,
3077,Stagg St & Union Ave,22,33,40.70877084,-73.95095259,In Service,1,10,Stagg St & Union Ave,,,11206,,,false,2016-12-04 03:06:29 AM,
3078,Broadway & Roebling St,21,27,40.70925562,-73.95982218,In Service,1,6,Broadway & Roebling St,,,11211,,,false,2016-12-04 03:06:56 AM,
3079,Leonard St & Grand St,11,24,40.71103537,-73.94714303,In Service,1,12,Leonard St & Grand St,,,11211,,,false,2016-12-04 03:10:26 AM,
3080,S 4 St & Rodney St,15,21,40.70934,-73.95608,In Service,1,6,S 4 St & Rodney St,,,11211,,,false,2016-12-04 03:08:17 AM,
3081,Graham Ave & Grand St,23,23,40.711863,-73.944024,In Service,1,0,Graham Ave & Grand St,,,11211,,,false,2016-12-04 03:08:14 AM,
3082,Hope St & Union Ave,20,25,40.71167351,-73.95141312,In Service,1,5,Hope St & Union Ave,,,11211,,,false,2016-12-04 03:07:16 AM,
3083,Bushwick Ave & Powers St,28,30,40.71247661,-73.94100005,In Service,1,2,Bushwick Ave & Powers St,,,11211,,,false,2016-12-04 03:06:53 AM,
3084,Devoe St & Leonard St,18,19,40.71348658,-73.94792458,In Service,1,1,Devoe St & Leonard St,,,11211,,,false,2016-12-04 03:07:44 AM,
3085,Roebling St & N 4 St,6,25,40.71469,-73.95739,In Service,1,19,Roebling St & N 4 St,,,11211,,,false,2016-12-04 03:09:28 AM,
3086,Graham Ave & Conselyea St,23,25,40.715143,-73.944507,In Service,1,1,Graham Ave & Conselyea St,,,11211,,,false,2016-12-04 03:09:28 AM,
3087,Metropolitan Ave & Meeker Ave,25,30,40.71413311,-73.95234386,In Service,1,4,Metropolitan Ave & Meeker Ave,,,11211,,,false,2016-12-04 03:09:44 AM,
3088,Union Ave & Jackson St,17,19,40.7160751,-73.952029,In Service,1,2,Union Ave & Jackson St,,,11211,,,false,2016-12-04 03:07:02 AM,
3089,Leonard St & Meeker Ave,0,0,40.717318403856,-73.948202133179,Not In Service,3,0,Leonard St & Meeker Ave,,,11211,,,false,1969-12-31 07:00:00 PM,
3090,N 8 St & Driggs Ave,4,31,40.71774592,-73.95600096,In Service,1,26,N 8 St & Driggs Ave,,,11211,,,false,2016-12-04 03:09:11 AM,
3091,Frost St & Meeker St,28,31,40.71764,-73.94882,In Service,1,3,Frost St & Meeker St,,,11211,,,false,2016-12-04 03:06:46 AM,
3092,Berry St & N 8 St,6,27,40.7190095,-73.95852515,In Service,1,21,Berry St & N 8 St,,,11249,,,false,2016-12-04 03:06:41 AM,
3093,N 6 St & Bedford Ave,9,28,40.71745169,-73.95850939,In Service,1,19,N 6 St & Bedford Ave,,,11211,,,false,2016-12-04 03:09:59 AM,
3094,Graham Ave & Withers St,17,18,40.7169811,-73.94485918,In Service,1,1,Graham Ave & Withers St,,,11211,,,false,2016-12-04 03:09:46 AM,
3095,Graham Ave & Herbert St,22,23,40.71929301,-73.94500379,In Service,1,1,Graham Ave & Herbert St,,,11222,,,false,2016-12-04 03:06:36 AM,
3096,Union Ave & N 12 St,9,39,40.71924,-73.95242,In Service,1,30,Union Ave & N 12 St,,,11211,,,false,2016-12-04 03:07:40 AM,
3098,Leonard St & Bayard St,43,43,40.71928,-73.94861,In Service,1,0,Leonard St & Bayard St,,,11211,,,false,2016-12-04 03:09:52 AM,
3099,Leonard St & Manhattan Ave,17,19,40.721522403393,-73.948982656002,In Service,1,2,Leonard St & Manhattan Ave,,,11222,,,false,2016-12-04 03:07:38 AM,
3100,Nassau Ave & Newell St,34,39,40.7248125644,-73.947526216507,In Service,1,5,Nassau Ave & Newell St,,,11222,,,false,2016-12-04 03:10:13 AM,
3101,N 12 St & Bedford Ave,2,27,40.72079821,-73.95484712,In Service,1,25,N 12 St & Bedford Ave,,,11211,,,false,2016-12-04 03:09:13 AM,
3102,Driggs Ave & Lorimer St,10,27,40.72179134,-73.9504154,In Service,1,17,Driggs Ave & Lorimer St,,,11222,,,false,2016-12-04 03:08:07 AM,
3103,N 11 St & Wythe Ave,3,27,40.72153267,-73.95782357,In Service,1,24,N 11 St & Wythe Ave,,,11249,,,false,2016-12-04 03:10:08 AM,
3105,N 15 St & Wythe Ave,16,24,40.724055,-73.955736,In Service,1,8,N 15 St & Wythe Ave,,,11222,,,false,2016-12-04 03:07:53 AM,
3106,Driggs Ave & N Henry St,16,19,40.72325,-73.94308,In Service,1,3,Driggs Ave & N Henry St,,,11222,,,false,2016-12-04 03:06:56 AM,
3107,Bedford Ave & Nassau Ave,28,39,40.72311651,-73.95212324,In Service,1,11,Bedford Ave & Nassau Ave,,,11222,,,false,2016-12-04 03:07:26 AM,
3108,Nassau Ave & Russell St,17,24,40.72557,-73.94434,In Service,1,6,Nassau Ave & Russell St,,,11222,,,false,2016-12-04 03:07:08 AM,
3109,Banker St & Meserole Ave,23,31,40.72606,-73.95621,In Service,1,8,Banker St & Meserole Ave,,,11222,,,false,2016-12-04 03:07:01 AM,
3110,Meserole Ave & Manhattan Ave,22,27,40.72708584,-73.95299117,In Service,1,5,Meserole Ave & Manhattan Ave,,,11222,,,false,2016-12-04 03:07:18 AM,
3111,Norman Ave & Leonard St,23,25,40.7258483,-73.95064893,In Service,1,2,Norman Ave & Leonard St,,,11222,,,false,2016-12-04 03:09:59 AM,
3112,Milton St & Franklin St,20,33,40.72906,-73.95779,In Service,1,11,Milton St & Franklin St,,,11222,,,false,2016-12-04 03:09:41 AM,
3113,Greenpoint Ave & Manhattan Ave,25,27,40.73026,-73.95394,In Service,1,2,Greenpoint Ave & Manhattan Ave,,,11222,,,false,2016-12-04 03:07:19 AM,
3114,India St & East River,17,23,40.73165141,-73.96161892,In Service,1,6,India St & East River,,,11222,,,false,2016-12-04 03:07:57 AM,
3115,India St & Manhattan Ave,13,34,40.73232194,-73.9550858,In Service,1,21,India St & Manhattan Ave,,,11222,,,false,2016-12-04 03:09:33 AM,
3116,Huron St & Franklin St,29,35,40.73266,-73.95826,In Service,1,6,Huron St & Franklin St,,,11222,,,false,2016-12-04 03:09:30 AM,
3117,Franklin St & Dupont St,25,27,40.73564,-73.95866,In Service,1,2,Franklin St & Dupont St,,,11222,,,false,2016-12-04 03:09:29 AM,
3118,McGuinness Blvd & Eagle St,28,30,40.73555,-73.95284,In Service,1,2,McGuinness Blvd & Eagle St,,,11222,,,false,2016-12-04 03:06:48 AM,
3119,Vernon Blvd & 50 Ave,37,45,40.74232744,-73.95411749,In Service,1,8,Vernon Blvd & 50 Ave,,,11101,,,false,2016-12-04 03:08:39 AM,
3120,Center Blvd & Borden Ave,4,20,40.74161,-73.96044,In Service,1,16,Center Blvd & Borden Ave,,,11101,,,false,2016-12-04 03:09:58 AM,
3121,Jackson Ave & 46 Rd,15,27,40.74524768,-73.94733276,In Service,1,12,Jackson Ave & 46 Rd,,,11101,,,false,2016-12-04 03:10:11 AM,
3122,48 Ave & 5 St,13,31,40.744363287067,-73.955873250961,In Service,1,18,48 Ave & 5 St,,,11109,,,false,2016-12-04 03:07:27 AM,
3123,31 St & Thomson Ave,14,27,40.74469738,-73.93540375,In Service,1,13,31 St & Thomson Ave,,,11101,,,false,2016-12-04 03:06:35 AM,
3124,46 Ave & 5 St,5,27,40.74731,-73.95451,In Service,1,22,46 Ave & 5 St,,,11101,,,false,2016-12-04 03:09:55 AM,
3125,45 Rd & 11 St,18,23,40.74708586,-73.94977234,In Service,1,5,45 Rd & 11 St,,,11101,,,false,2016-12-04 03:07:03 AM,
3126,44 Dr & Jackson Ave,27,34,40.74718234,-73.9432635,In Service,1,7,44 Dr & Jackson Ave,,,11101,,,false,2016-12-04 03:06:34 AM,
3127,9 St & 44 Rd,16,35,40.74966,-73.9521,In Service,1,19,9 St & 44 Rd,,,11101,,,false,2016-12-04 03:07:57 AM,
3128,21 St & 43 Ave,4,23,40.75052534,-73.94594845,In Service,1,19,21 St & 43 Ave,,,11101,,,false,2016-12-04 03:10:22 AM,
3129,Queens Plaza North & Crescent St,0,31,40.75110165,-73.94073717,In Service,1,30,Queens Plaza North & Crescent St,,,11101,,,false,2016-12-04 03:10:02 AM,
3131,E 68 St & 3 Ave,31,31,40.767128403495,-73.962246179581,In Service,1,0,E 68 St & 3 Ave,,,10065,,,false,2016-12-04 03:10:03 AM,
3132,E 59 St & Madison Ave,32,35,40.76350532,-73.97109243,In Service,1,2,E 59 St & Madison Ave,,,10022,,,false,2016-12-04 03:07:49 AM,
3134,3 Ave & E 62 St,30,51,40.76312584,-73.96526895,In Service,1,20,3 Ave & E 62 St,,,10065,,,false,2016-12-04 03:07:11 AM,
3135,E 75 St & 3 Ave,38,41,40.77112927,-73.95772297,In Service,1,3,E 75 St & 3 Ave,,,10021,,,false,2016-12-04 03:06:57 AM,
3137,5 Ave & E 73 St,6,31,40.77282817,-73.96685276,In Service,1,25,5 Ave & E 73 St,,,10021,,,false,2016-12-04 03:08:53 AM,
3139,E 72 St & Park Ave,37,43,40.771182875407,-73.964094221592,In Service,1,6,E 72 St & Park Ave,,,10021,,,false,2016-12-04 03:07:23 AM,
3140,1 Ave & E 78 St,8,55,40.77140426,-73.9535166,In Service,1,46,1 Ave & E 78 St,,,10075,,,false,2016-12-04 03:07:53 AM,
3141,1 Ave & E 68 St,43,59,40.76500525,-73.95818491,In Service,1,16,1 Ave & E 68 St,,,10065,,,false,2016-12-04 03:10:27 AM,
3142,1 Ave & E 62 St,29,41,40.7612274,-73.96094022,In Service,1,10,1 Ave & E 62 St,,,10065,,,false,2016-12-04 03:09:45 AM,
3143,5 Ave & E 78 St,30,47,40.7768286344,-73.963887691498,In Service,1,16,5 Ave & E 78 St,,,10075,,,false,2016-12-04 03:06:58 AM,
3144,E 81 St & Park Ave,42,46,40.77677702,-73.9590097,In Service,1,3,E 81 St & Park Ave,,,10028,,,false,2016-12-04 03:07:29 AM,
3145,E 84 St & Park Ave,21,45,40.77862688,-73.95772073,In Service,1,24,E 84 St & Park Ave,,,10028,,,false,2016-12-04 03:08:54 AM,
3146,E 81 St & 3 Ave,41,47,40.77573034,-73.9567526,In Service,1,6,E 81 St & 3 Ave,,,10028,,,false,2016-12-04 03:09:43 AM,
3147,E 85 St & 3 Ave,9,39,40.77801203,-73.95407149,In Service,1,30,E 85 St & 3 Ave,,,10028,,,false,2016-12-04 03:07:03 AM,
3148,E 84 St & 1 Ave,2,27,40.77565541,-73.95068615,In Service,1,25,E 84 St & 1 Ave,,,10028,,,false,2016-12-04 03:08:31 AM,
3150,E 85 St & York Ave,21,47,40.77536905,-73.94803392,In Service,1,26,E 85 St & York Ave,,,10028,,,false,2016-12-04 03:08:39 AM,
3151,E 81 St & York Ave,12,31,40.7728384,-73.94989233,In Service,1,19,E 81 St & York Ave,,,10028,,,false,2016-12-04 03:09:05 AM,
3152,3 Ave & E 71 St,24,27,40.76873687,-73.96119945,In Service,1,3,3 Ave & E 71 St,,,10021,,,false,2016-12-04 03:09:36 AM,
3153,E 71 St & 2 Ave,0,26,40.768175467422,-73.959102630615,Not In Service,3,0,E 71 St & 2 Ave,,,10021,,,false,2016-10-25 10:55:55 AM,
3155,Lexington Ave & E 63 St,36,39,40.76440023,-73.96648977,In Service,1,3,Lexington Ave & E 63 St,,,10065,,,false,2016-12-04 03:10:24 AM,
3156,E 72 St & York Ave,36,39,40.76663814,-73.95348296,In Service,1,2,E 72 St & York Ave,,,10021,,,false,2016-12-04 03:08:41 AM,
3157,East End Ave & E 86 St,14,27,40.77518615,-73.94446054,In Service,1,13,East End Ave & E 86 St,,,10028,,,false,2016-12-04 03:10:20 AM,
3158,W 63 St & Broadway,14,31,40.77163851,-73.98261428,In Service,1,14,W 63 St & Broadway,,,10023,,,false,2016-12-04 03:06:36 AM,
3159,W 67 St & Broadway,9,31,40.77492513,-73.98266566,In Service,1,22,W 67 St & Broadway,,,10023,,,false,2016-12-04 03:09:38 AM,
3160,Central Park West & W 76 St,23,39,40.77896784,-73.97374737,In Service,1,15,Central Park West & W 76 St,,,10024,,,false,2016-12-04 03:09:52 AM,
3161,W 76 St & Columbus Ave,50,59,40.780183972424,-73.977285325527,In Service,1,9,W 76 St & Columbus Ave,,,10023,,,false,2016-12-04 03:10:00 AM,
3162,W 78 St & Broadway,34,39,40.78339981,-73.98093133,In Service,1,5,W 78 St & Broadway,,,10024,,,false,2016-12-04 03:09:14 AM,
3163,Central Park West & W 68 St,17,43,40.7734066,-73.97782542,In Service,1,26,Central Park West & W 68 St,,,10023,,,false,2016-12-04 03:06:42 AM,
3164,Columbus Ave & W 72 St,50,67,40.7770575,-73.97898475,In Service,1,12,Columbus Ave & W 72 St,,,10023,,,false,2016-12-04 03:07:50 AM,
3165,Central Park West & W 72 St,15,51,40.775793766837,-73.976205736399,In Service,1,36,Central Park West & W 72 St,,,10023,,,false,2016-12-04 03:08:04 AM,
3166,Riverside Dr & W 72 St,23,41,40.780577990103,-73.985624313354,In Service,1,18,Riverside Dr & W 72 St,,,10023,,,false,2016-12-04 03:09:26 AM,
3167,Amsterdam Ave & W 73 St,30,55,40.779668090073,-73.980930447578,In Service,1,25,Amsterdam Ave & W 73 St,,,10023,,,false,2016-12-04 03:09:18 AM,
3168,Central Park West & W 85 St,6,31,40.78472675,-73.96961715,In Service,1,24,Central Park West & W 85 St,,,10024,,,false,2016-12-04 03:09:30 AM,
3169,Riverside Dr & W 82 St,35,39,40.78720869,-73.98128127,In Service,1,3,Riverside Dr & W 82 St,,,10024,,,false,2016-12-04 03:07:10 AM,
3170,W 84 St & Columbus Ave,30,35,40.78499979,-73.97283406,In Service,1,4,W 84 St & Columbus Ave,,,10024,,,false,2016-12-04 03:08:36 AM,
3171,Amsterdam Ave & W 82 St,33,39,40.78524672,-73.97667321,In Service,1,6,Amsterdam Ave & W 82 St,,,10024,,,false,2016-12-04 03:09:58 AM,
3172,W 74 St & Columbus Ave,17,27,40.7785669,-73.97754961,In Service,1,10,W 74 St & Columbus Ave,,,10023,,,false,2016-12-04 03:10:04 AM,
3173,Riverside Blvd & W 67 St,7,43,40.777507027548,-73.988885879517,In Service,1,36,Riverside Blvd & W 67 St,,,10069,,,false,2016-12-04 03:09:11 AM,
3175,W 70 St & Amsterdam Ave,29,31,40.77748046,-73.98288594,In Service,1,2,W 70 St & Amsterdam Ave,,,10023,,,false,2016-12-04 03:09:17 AM,
3176,W 64 St & West End Ave,32,43,40.77452835,-73.98753759,In Service,1,11,W 64 St & West End Ave,,,10023,,,false,2016-12-04 03:10:29 AM,
3177,W 84 St & Broadway,59,63,40.7867947,-73.977112,In Service,1,4,W 84 St & Broadway,,,10024,,,false,2016-12-04 03:08:44 AM,
3178,Riverside Dr & W 78 St,35,39,40.78414472,-73.98362492,In Service,1,4,Riverside Dr & W 78 St,,,10024,,,false,2016-12-04 03:07:51 AM,
3179,Park Ave & Marcus Garvey Blvd,22,23,40.698617,-73.941342,In Service,1,1,Park Ave & Marcus Garvey Blvd,,,11206,,,false,2016-12-04 03:06:52 AM,
3180,Brooklyn Bridge Park - Pier 2,20,31,40.69878,-73.99712,In Service,1,11,Brooklyn Bridge Park - Pier 2,,,11201,,,false,2016-12-04 03:08:13 AM,
3183,Exchange Place,20,30,40.7162469,-74.0334588,In Service,1,5,Exchange Place,,,07302,,,false,2016-12-04 03:10:14 AM,
3184,Paulus Hook,0,14,40.7141454,-74.0335519,In Service,1,10,Paulus Hook,,,07302,,,false,2016-12-04 03:08:39 AM,
3185,City Hall,8,22,40.7177325,-74.043845,In Service,1,12,City Hall,,,07302,,,false,2016-12-04 03:06:52 AM,
3186,Grove St PATH,31,42,40.719586116472,-74.043117463589,In Service,1,10,Grove St PATH,,,07302,,,false,2016-12-04 03:08:11 AM,
3187,Warren St,8,22,40.7211236,-74.03805095,In Service,1,12,Warren St,,,10007,,,false,2016-12-04 03:09:41 AM,
3188,NJCU,12,18,40.7101087,-74.0858489,In Service,1,6,NJCU,,,07305,,,false,2016-12-04 03:09:03 AM,
3189,West Side Light Rail,9,14,40.714402,-74.0887723,In Service,1,5,West Side Light Rail,,,07305,,,false,2016-12-04 03:08:08 AM,
3190,Garfield Ave Station,5,14,40.71046702338,-74.070038795471,In Service,1,9,Garfield Ave Station,,,07305,,,false,2016-12-04 03:07:50 AM,
3191,Union St,7,18,40.7182113,-74.0836394,In Service,1,10,Union St,,,07304,,,false,2016-12-04 03:08:02 AM,
3192,Liberty Light Rail,14,22,40.7112423,-74.0557013,In Service,1,8,Liberty Light Rail,,,07304,,,false,2016-12-04 03:08:37 AM,
3193,Lincoln Park,16,18,40.724605099887,-74.078405946493,In Service,1,2,Lincoln Park,,,07304,,,false,2016-12-04 03:09:35 AM,
3194,McGinley Square,16,22,40.7256033,-74.06763,In Service,1,5,McGinley Square,,,07304,,,false,2016-12-04 03:06:40 AM,
3195,Sip Ave,27,33,40.7309459,-74.0638906,In Service,1,5,Sip Ave,,,07306,,,false,2016-12-04 03:08:34 AM,
3196,Riverview Park,13,18,40.7443187,-74.0439909,In Service,1,2,Riverview Park,,,07307,,,false,2016-12-04 03:07:29 AM,
3197,North St,14,18,40.752559,-74.044725,In Service,1,3,North St,,,07307,,,false,2016-12-04 03:08:23 AM,
3198,Heights Elevator,11,18,40.74871594538,-74.040443301201,In Service,1,6,Heights Elevator,,,07307,,,false,2016-12-04 03:08:59 AM,
3199,Newport Pkwy,9,14,40.7287448,-74.0321082,In Service,1,3,Newport Pkwy,,,07310,,,false,2016-12-04 03:09:53 AM,
3200,MLK Light Rail,12,18,40.7111305,-74.0788855,In Service,1,6,MLK Light Rail,,,07304,,,false,2016-12-04 03:09:20 AM,
3201,Dey St,14,18,40.737711,-74.066921,In Service,1,4,Dey St,,,10007,,,false,2016-12-04 03:09:53 AM,
3202,Newport PATH,5,18,40.7272235,-74.0337589,In Service,1,13,Newport PATH,,,07310,,,false,2016-12-04 03:09:21 AM,
3203,Hamilton Park,15,26,40.727595966,-74.044247311,In Service,1,10,Hamilton Park,,,07302,,,false,2016-12-04 03:10:26 AM,
3205,JC Medical Center,15,22,40.716539780992,-74.049637913704,In Service,1,7,JC Medical Center,,,07302,,,false,2016-12-04 03:08:54 AM,
3206,Hilltop,26,26,40.7311689,-74.0575736,In Service,1,0,Hilltop,,,07306,,,false,2016-12-04 03:07:56 AM,
3207,Oakland Ave,17,26,40.7376037,-74.0524783,In Service,1,8,Oakland Ave,,,07306,,,false,2016-12-04 03:09:00 AM,
3209,Brunswick St,11,22,40.7241765,-74.0506564,In Service,1,9,Brunswick St,,,07302,,,false,2016-12-04 03:08:14 AM,
3210,Pershing Field,15,18,40.742677141,-74.051788633,In Service,1,3,Pershing Field,,,07306,,,false,2016-12-04 03:09:59 AM,
3211,Newark Ave,8,22,40.72152515,-74.046304543,In Service,1,13,Newark Ave,,,07302,,,false,2016-12-04 03:09:17 AM,
3212,Christ Hospital,12,22,40.734785818,-74.050443636,In Service,1,10,Christ Hospital,,,07306,,,false,2016-12-04 03:10:13 AM,
3213,Van Vorst Park,13,21,40.71848892,-74.047726625,In Service,1,7,Van Vorst Park,,,07302,,,false,2016-12-04 03:07:44 AM,
3214,Essex Light Rail,8,22,40.7127742,-74.0364857,In Service,1,9,Essex Light Rail,,,07302,,,false,2016-12-04 03:09:49 AM,
3215,Central Ave,16,18,40.7467299,-74.0492509,In Service,1,1,Central Ave,,,07307,,,false,2016-12-04 03:10:15 AM,
3216,Columbia Park,13,18,40.6970299,-74.0969366,In Service,1,4,Columbia Park,,,07305,,,false,2016-12-04 03:09:53 AM,
3217,Bayside Park,13,18,40.698650544,-74.082079678,In Service,1,2,Bayside Park,,,07305,,,false,2016-12-04 03:07:37 AM,
3220,5 Corners Library,13,18,40.73496102001,-74.059503078461,In Service,1,5,5 Corners Library,,,07306,,,false,2016-12-04 03:09:12 AM,
3221,47 Ave & 31 St,8,27,40.743,-73.93561,In Service,1,19,47 Ave & 31 St,,,11101,,,false,2016-12-04 03:07:06 AM,
3223,E 55 St & 3 Ave,52,55,40.758996559605,-73.968653976917,In Service,1,2,E 55 St & 3 Ave,,,10022,,,false,2016-12-04 03:07:02 AM,
3224,W 13 St & Hudson St,2,39,40.739973541034,-74.005138725042,In Service,1,37,W 13 St & Hudson St,,,10014,,,false,2016-12-04 03:09:46 AM,
3225,Baldwin at Montgomery,11,14,40.7236589,-74.0641943,In Service,1,3,Baldwin at Montgomery,,,07306,,,false,2016-12-04 03:07:02 AM,
3226,W 82 St & Central Park West,34,45,40.78275,-73.97137,In Service,1,9,W 82 St & Central Park West,,,10024,,,false,2016-12-04 03:10:20 AM,
3230,Penn Station Valet,7,7,40.751283596962,-73.996924459934,Not In Service,3,0,Penn Station Valet,,,10001,,,false,2016-12-04 03:07:36 AM,
3231,E 67 St & Park Ave,39,39,40.767800801481,-73.965920805931,In Service,1,0,E 67 St & Park Ave,,,10065,,,false,2016-12-04 03:09:01 AM,
3232,Bond St & Fulton St,12,31,40.689621887903,-73.983042687178,In Service,1,18,Bond St & Fulton St,,,11201,,,false,2016-12-04 03:10:08 AM,
3233,E 48 St & 5 Ave,32,39,40.757245679117,-73.978059142828,In Service,1,7,E 48 St & 5 Ave,,,10020,,,false,2016-12-04 03:08:25 AM,
3235,E 41 St & Madison Ave,29,31,40.752165280622,-73.979921936989,In Service,1,2,E 41 St & Madison Ave,,,10017,,,false,2016-12-04 03:09:27 AM,
3236,W 42 St & Dyer Ave,28,33,40.758984813996,-73.993799686432,In Service,1,5,W 42 St & Dyer Ave,,,10036,,,false,2016-12-04 03:08:53 AM,
3237,21 St & 41 Ave,7,25,40.753833434376,-73.942676782608,In Service,1,18,21 St & 41 Ave,,,11101,,,false,2016-12-04 03:06:59 AM,
3238,E 80 St & 2 Ave,7,37,40.773913902381,-73.954395353794,In Service,1,30,E 80 St & 2 Ave,,,10028,,,false,2016-12-04 03:08:30 AM,
3241,Monroe St & Tompkins Ave,16,19,40.686203,-73.944694,In Service,1,3,Monroe St & Tompkins Ave,,,11216,,,false,2016-12-04 03:07:34 AM,
3242,Schermerhorn St & Court St,38,39,40.69102925678,-73.991833627224,In Service,1,1,Schermerhorn St & Court St,,,11201,,,false,2016-12-04 03:08:18 AM,
3243,E 58 St & 1 Ave,18,29,40.758923863777,-73.962262272835,In Service,1,9,E 58 St & 1 Ave,,,10022,,,false,2016-12-04 03:07:50 AM,
3244,University Pl & E 8 St,14,31,40.731437240852,-73.994903415442,In Service,1,16,University Pl & E 8 St,,,10003,,,false,2016-12-04 03:08:21 AM,
3246,Montague St & Clinton St,21,23,40.694281141397,-73.992300331593,In Service,1,0,Montague St & Clinton St,,,11201,,,false,2016-12-04 03:08:50 AM,
3249,Verona Pl & Fulton St,12,15,40.680356084043,-73.947679102421,In Service,1,3,Verona Pl & Fulton St,,,11216,,,false,2016-12-04 03:06:49 AM,
3255,8 Ave & W 31 St,3,67,40.750585347021,-73.994684815407,In Service,1,63,8 Ave & W 31 St,,,10001,,,false,2016-12-04 03:07:55 AM,
3256,Pier 40 - Hudson River Park,7,22,40.727714077778,-74.011295735836,In Service,1,9,Pier 40 - Hudson River Park,,,10014,,,false,2016-12-04 03:07:48 AM,
3258,W 27 St & 10 Ave,0,37,40.750181563257,-74.002184271812,In Service,1,32,W 27 St & 10 Ave,,,10001,,,false,2016-12-04 03:06:41 AM,
3259,9 Ave & W 28 St,0,27,40.749370241933,-73.999233841896,In Service,1,23,9 Ave & W 28 St,,,10001,,,false,2016-12-04 03:07:24 AM,
3260,Mercer St & Bleecker St,13,31,40.727063633483,-73.996621370316,In Service,1,18,Mercer St & Bleecker St,,,10012,,,false,2016-12-04 03:09:37 AM,
